"","Date","Obs","Stand","Site","Transect","Subplot","SubplotComments","PlantGenusSpecies","NumFlowers","NumPlant","Comments","DateRecorded"
"26208","6/24/24","RM","700:Holiday",6,"Mix5",12,"","Collomia grandiflora",9,4,"700","6/21/24"
"26209","6/24/24","RM","700:Holiday",6,"Mix5",12,"","Clarkia purpurea",7,3,"700","6/21/24"
"26210","6/24/24","RM","700:Holiday",6,"Mix5",12,"","Senecio sylvaticus",11,5,"700","6/21/24"
"26212","6/24/24","RM","700:Holiday",6,"Mix6",0,"","Gilia capitata",12,15,"700","6/21/24"
"26213","6/24/24","RM","700:Holiday",6,"Mix6",0,"","Senecio sylvaticus",10,4,"700","6/21/24"
"26216","6/24/24","RM","700:Holiday",6,"Mix6",4,"","Gilia capitata",25,9,"700","6/21/24"
"26218","6/24/24","RM","700:Holiday",6,"Mix6",8,"","Gilia capitata",26,8,"700","6/21/24"
"26219","6/24/24","RM","700:Holiday",6,"Mix6",8,"","Senecio sylvaticus",23,5,"700","6/21/24"
"26222","6/24/24","RM","700:Holiday",6,"Mix6",12,"","Gilia capitata",21,7,"700","6/21/24"
"26223","6/24/24","RM","700:Holiday",6,"Mix6",12,"","Senecio sylvaticus",15,8,"700","6/21/24"
"26225","6/24/24","RM","700:Holiday",6,"Mix6",8,"","Clarkia purpurea",1,3,"700","6/21/24"
"26229","6/24/24","RM","700:Holiday",6,"Mix6",8,"","Phacelia heterophylla",19,4,"700","6/21/24"
"26363","6/25/24","RM","607:Holiday",6,"Mix4",0,"","Clarkia amoena",1.5,6,"","6/24/24"
"26364","6/25/24","RM","607:Holiday",6,"Mix4",4,"","Clarkia amoena",1,4,"","6/24/24"
"26365","6/25/24","RM","607:Holiday",6,"Mix4",8,"","Clarkia amoena",3,5,"","6/24/24"
"26366","6/25/24","RM","607:Holiday",6,"Mix1",8,"","Clarkia amoena",1,7,"","6/24/24"
"26367","6/25/24","RM","607:Holiday",6,"Mix1",12,"","Clarkia amoena",2,5,"","6/24/24"
"26368","6/24/24","RM","700:Holiday",6,"Mix6",0,"","Madia gracilis",NA,5,"700","6/24/24"
"26369","6/24/24","RM","700:Holiday",6,"Mix6",4,"","Madia gracilis",1,6,"700","6/24/24"
"26370","6/24/24","RM","700:Holiday",6,"Mix6",8,"","Madia gracilis",1,3,"700","6/24/24"
"26371","6/24/24","RM","700:Holiday",6,"Mix6",12,"","Madia gracilis",2,2,"700","6/24/24"
"26372","6/24/24","RM","700:Holiday",6,"Mix3",4,"","Madia gracilis",2,3,"700","6/24/24"
"26373","6/24/24","RM","700:Holiday",6,"Mix2",0,"","Madia gracilis",1,12,"700","6/24/24"
"26374","6/24/24","RM","700:Holiday",6,"Mix2",4,"","Madia gracilis",1,8,"700","6/24/24"
"26375","6/24/24","RM","700:Holiday",6,"Mix2",8,"","Madia gracilis",1,9,"700","6/24/24"
"26376","6/24/24","RM","700:Holiday",6,"Mix2",12,"","Madia gracilis",2,6,"700","6/24/24"
"26377","6/25/24","RM","607:Holiday",6,"Mix6",0,"","Madia gracilis",1,9,"","6/24/24"
"26378","6/25/24","RM","607:Holiday",6,"Mix6",0,"","Gilia capitata",3,6,"","6/24/24"
"26379","6/25/24","RM","607:Holiday",6,"Mix6",4,"","Senecio sylvaticus",30,7,"","6/24/24"
"26380","6/25/24","RM","607:Holiday",6,"Mix6",4,"","Gilia capitata",6,2,"","6/24/24"
"26381","6/25/24","RM","607:Holiday",6,"Mix6",4,"","Madia gracilis",1,7,"","6/24/24"
"26382","6/25/24","RM","607:Holiday",6,"Mix6",8,"","Gilia capitata",2.5,10,"","6/24/24"
"26383","6/25/24","RM","607:Holiday",6,"Mix6",8,"","Madia gracilis",2,7,"","6/24/24"
"26384","6/25/24","RM","607:Holiday",6,"Mix6",8,"","Senecio sylvaticus",20,3,"","6/24/24"
"26386","6/25/24","RM","607:Holiday",6,"Mix6",12,"","Gilia capitata",7,11,"","6/24/24"
"26387","6/25/24","RM","607:Holiday",6,"Mix6",12,"","Madia gracilis",2,2,"","6/24/24"
"26388","6/25/24","RM","607:Holiday",6,"Mix6",12,"","Hypochaeris radicata",1,1,"","6/24/24"
"26389","6/25/24","RM","607:Holiday",6,"Mix6",12,"","Senecio sylvaticus",40,4,"","6/24/24"
"26395","6/25/24","RM","607:Holiday",6,"Mix5",0,"","Senecio sylvaticus",30,12,"","6/24/24"
"26397","6/25/24","RM","607:Holiday",6,"Mix5",0,"","Collomia grandiflora",1,7,"","6/24/24"
"26399","6/25/24","RM","607:Holiday",6,"Mix5",0,"","Collinsia grandiflora",1,5,"","6/24/24"
"26401","6/25/24","RM","607:Holiday",6,"Mix5",4,"","Collinsia grandiflora",4,6,"","6/24/24"
"26402","6/25/24","RM","607:Holiday",6,"Mix5",4,"","Senecio sylvaticus",45,7,"","6/24/24"
"26403","6/25/24","RM","607:Holiday",6,"Mix5",4,"","Collomia grandiflora",4,8,"","6/24/24"
"26405","6/25/24","RM","607:Holiday",6,"Mix5",4,"","Clarkia purpurea",2,7,"","6/24/24"
"26406","6/25/24","RM","607:Holiday",6,"Mix5",4,"","Leucanthemum vulgare",15,1,"","6/24/24"
"26408","6/25/24","RM","607:Holiday",6,"Mix5",8,"","Collinsia grandiflora",3,4,"","6/24/24"
"26409","6/25/24","RM","607:Holiday",6,"Mix5",8,"","Senecio sylvaticus",50,7,"","6/24/24"
"26411","6/25/24","RM","607:Holiday",6,"Mix5",8,"","Collomia grandiflora",8,8,"","6/24/24"
"26413","6/25/24","RM","607:Holiday",6,"Mix5",8,"","Clarkia purpurea",1,7,"","6/24/24"
"26414","6/25/24","RM","607:Holiday",6,"Mix5",12,"","Collinsia grandiflora",4,3,"","6/24/24"
"26415","6/25/24","RM","607:Holiday",6,"Mix5",12,"","Senecio sylvaticus",60,4,"","6/24/24"
"26417","6/25/24","RM","607:Holiday",6,"Mix5",12,"","Collomia grandiflora",11,6,"","6/24/24"
"26418","6/25/24","RM","607:Holiday",6,"Mix5",12,"","Clarkia purpurea",5,2,"","6/24/24"
"26422","6/25/24","RM","607:Holiday",6,"Mix4",0,"","Madia gracilis",1,12,"","6/24/24"
"26423","6/25/24","RM","607:Holiday",6,"Mix4",0,"","Senecio sylvaticus",30,3,"","6/24/24"
"26424","6/25/24","RM","607:Holiday",6,"Mix4",4,"","Senecio sylvaticus",40,2,"","6/24/24"
"26426","6/25/24","RM","607:Holiday",6,"Mix4",4,"","Madia gracilis",0.5,8,"","6/24/24"
"26439","6/25/24","RM","607:Holiday",6,"Mix4",8,"","Leucanthemum vulgare",8,1,"","6/24/24"
"26442","6/25/24","RM","607:Holiday",6,"Mix4",8,"","Crepis setosa",1,1,"setosa","6/24/24"
"26443","6/25/24","RM","607:Holiday",6,"Mix4",12,"","Crepis capillaris",7,1,"","6/24/24"
"26446","6/25/24","RM","607:Holiday",6,"Mix4",12,"","Senecio sylvaticus",95,1,"","6/24/24"
"26452","6/25/24","RM","607:Holiday",6,"Mix3",0,"","Collomia grandiflora",2.5,10,"","6/24/24"
"26453","6/25/24","RM","607:Holiday",6,"Mix3",0,"","Collomia heterophylla",21,1,"","6/24/24"
"26455","6/25/24","RM","607:Holiday",6,"Mix3",0,"","Gilia capitata",3,5,"","6/24/24"
"26456","6/25/24","RM","607:Holiday",6,"Mix3",0,"","Senecio sylvaticus",40,1,"","6/24/24"
"26457","6/25/24","RM","607:Holiday",6,"Mix3",4,"","Collomia grandiflora",4,1,"","6/24/24"
"26458","6/25/24","RM","607:Holiday",6,"Mix3",4,"","Senecio sylvaticus",35,2,"","6/24/24"
"26460","6/25/24","RM","607:Holiday",6,"Mix3",4,"","Gilia capitata",11,1,"","6/24/24"
"26463","6/25/24","RM","607:Holiday",6,"Mix3",8,"","Gilia capitata",4,8,"","6/24/24"
"26464","6/25/24","RM","607:Holiday",6,"Mix3",8,"","Collomia grandiflora",1,10,"","6/24/24"
"26468","6/25/24","RM","607:Holiday",6,"Mix3",8,"","Clarkia amoena",1,1,"","6/24/24"
"26469","6/25/24","RM","607:Holiday",6,"Mix3",12,"","Clarkia amoena",1,1,"","6/24/24"
"26474","6/25/24","RM","607:Holiday",6,"Mix3",12,"","Collomia grandiflora",10,8,"","6/24/24"
"26476","6/25/24","RM","607:Holiday",6,"Mix3",12,"","Gilia capitata",2,5,"","6/24/24"
"26482","6/25/24","RM","607:Holiday",6,"Mix2",0,"","Collomia grandiflora",3,8,"","6/24/24"
"26484","6/25/24","RM","607:Holiday",6,"Mix2",0,"","Madia gracilis",1,3,"","6/24/24"
"26485","6/25/24","RM","607:Holiday",6,"Mix2",4,"","Madia gracilis",2,2,"","6/24/24"
"26487","6/25/24","RM","607:Holiday",6,"Mix2",4,"","Collomia grandiflora",7,5,"","6/24/24"
"26489","6/25/24","RM","607:Holiday",6,"Mix2",8,"","Madia gracilis",1,7,"","6/24/24"
"26490","6/25/24","RM","607:Holiday",6,"Mix2",8,"","Senecio sylvaticus",30,6,"","6/24/24"
"26491","6/25/24","RM","607:Holiday",6,"Mix2",8,"","Collomia grandiflora",5,6,"","6/24/24"
"26493","6/25/24","RM","607:Holiday",6,"Mix2",12,"","Madia gracilis",1,3,"","6/24/24"
"26494","6/25/24","RM","607:Holiday",6,"Mix2",12,"","Collomia grandiflora",7,4,"","6/24/24"
"26495","6/25/24","RM","607:Holiday",6,"Mix2",12,"","Collinsia grandiflora",1,4,"","6/24/24"
"26502","6/25/24","RM","607:Holiday",6,"Mix1",0,"","Gilia capitata",10,13,"","6/24/24"
"26503","6/25/24","RM","607:Holiday",6,"Mix1",0,"","Senecio sylvaticus",30,1,"","6/24/24"
"26506","6/25/24","RM","607:Holiday",6,"Mix1",4,"","Senecio sylvaticus",60,7,"","6/24/24"
"26508","6/25/24","RM","607:Holiday",6,"Mix1",4,"","Gilia capitata",7,11,"","6/24/24"
"26513","6/25/24","RM","607:Holiday",6,"Mix1",4,"","Epilobium brachycarpum",2,1,"","6/24/24"
"26515","6/25/24","RM","607:Holiday",6,"Mix1",8,"","Senecio sylvaticus",16,4,"","6/24/24"
"26519","6/25/24","RM","607:Holiday",6,"Mix1",12,"","Gilia capitata",9,11,"","6/24/24"
"26827","6/25/24","RM","607:Holiday",6,"Mix4",8,"","Clarkia purpurea",0.5,6,"","6/25/24"
"26899","6/25/24","RM","611:Holiday",6,"Mix1",0,"","Gilia capitata",1,6,"","6/25/24"
"26900","6/25/24","RM","611:Holiday",6,"Mix1",0,"","Collomia heterophylla",3,2,"","6/25/24"
"26901","6/25/24","RM","611:Holiday",6,"Mix1",0,"","Clarkia purpurea",0.25,4,"","6/25/24"
"26902","6/25/24","RM","611:Holiday",6,"Mix1",8,"","Clarkia amoena",0.5,8,"","6/25/24"
"26903","6/25/24","RM","611:Holiday",6,"Mix1",8,"","Gilia capitata",1.5,6,"","6/25/24"
"26904","6/25/24","RM","611:Holiday",6,"Mix1",8,"","Clarkia purpurea",0.5,6,"","6/25/24"
"26905","6/25/24","RM","611:Holiday",6,"Mix1",4,"","Clarkia purpurea",0.5,10,"","6/25/24"
"26906","6/25/24","BD","611:Holiday",6,"Mix6",0,"","Crepis setosa",1,3,"BD setosa","6/25/24"
"26907","6/25/24","RM","611:Holiday",6,"Mix1",12,"","Leucanthemum vulgare",6,1,"","6/25/24"
"26909","6/25/24","RM","611:Holiday",6,"Mix1",12,"","Senecio sylvaticus",15,4,"","6/25/24"
"26910","6/25/24","BD","611:Holiday",6,"Mix6",0,"","Gilia capitata",1.5,2,"BD","6/25/24"
"26911","6/25/24","RM","611:Holiday",6,"Mix1",12,"","Clarkia purpurea",1,3,"","6/25/24"
"26912","6/25/24","RM","611:Holiday",6,"Mix1",12,"","Collomia heterophylla",5,3,"","6/25/24"
"26913","6/25/24","RM","611:Holiday",6,"Mix1",12,"","Gilia capitata",1,4,"","6/25/24"
"26914","6/25/24","BD","611:Holiday",6,"Mix6",0,"","Senecio sylvaticus",25,4,"BD","6/25/24"
"26916","6/25/24","RM","611:Holiday",6,"Mix2",0,"","Senecio sylvaticus",15,4,"","6/25/24"
"26917","6/25/24","RM","611:Holiday",6,"Mix2",0,"","Collomia heterophylla",4,2,"","6/25/24"
"26918","6/25/24","BD","611:Holiday",6,"Mix6",4,"","Senecio sylvaticus",50,4,"BD","6/25/24"
"26919","6/25/24","RM","611:Holiday",6,"Mix2",4,"","Collomia heterophylla",9,5,"","6/25/24"
"26920","6/25/24","RM","611:Holiday",6,"Mix2",4,"","Senecio sylvaticus",30,1,"","6/25/24"
"26921","6/25/24","BD","611:Holiday",6,"Mix6",4,"","Crepis setosa",1,1,"BD setosa","6/25/24"
"26922","6/25/24","BD","611:Holiday",6,"Mix6",4,"","Gilia capitata",1,3,"BD","6/25/24"
"26923","6/25/24","RM","611:Holiday",6,"Mix2",8,"","Collomia grandiflora",5,1,"","6/25/24"
"26925","6/25/24","BD","611:Holiday",6,"Mix6",8,"","Leucanthemum vulgare",8,1,"BD","6/25/24"
"26926","6/25/24","RM","611:Holiday",6,"Mix3",4,"","Gilia capitata",4,4,"","6/25/24"
"26928","6/25/24","RM","611:Holiday",6,"Mix3",4,"","Collomia heterophylla",2,1,"","6/25/24"
"26929","6/25/24","BD","611:Holiday",6,"Mix6",8,"","Gilia capitata",1,4,"BD","6/25/24"
"26930","6/25/24","RM","611:Holiday",6,"Mix3",4,"","Collomia grandiflora",2,7,"","6/25/24"
"26931","6/25/24","BD","611:Holiday",6,"Mix6",12,"","Clarkia amoena",1,1,"BD","6/25/24"
"26932","6/25/24","RM","611:Holiday",6,"Mix3",8,"","Leucanthemum vulgare",2,2,"","6/25/24"
"26933","6/25/24","RM","611:Holiday",6,"Mix3",8,"","Gilia capitata",1,9,"","6/25/24"
"26934","6/25/24","BD","611:Holiday",6,"Mix6",12,"","Gilia capitata",2,3,"BD","6/25/24"
"26935","6/25/24","RM","611:Holiday",6,"Mix3",8,"","Crepis setosa",3,1,"setosa","6/25/24"
"26936","6/25/24","BD","611:Holiday",6,"Mix6",12,"","Senecio sylvaticus",5,1,"BD","6/25/24"
"26937","6/25/24","RM","611:Holiday",6,"Mix3",12,"","Clarkia amoena",1,5,"","6/25/24"
"26938","6/25/24","RM","611:Holiday",6,"Mix3",12,"","Collomia grandiflora",5,6,"","6/25/24"
"26939","6/25/24","RM","611:Holiday",6,"Mix3",12,"","Gilia capitata",1.5,8,"","6/25/24"
"26940","6/25/24","RM","611:Holiday",6,"Mix3",12,"","Phacelia heterophylla",20,2,"","6/25/24"
"26941","6/25/24","RM","611:Holiday",6,"Mix3",12,"","Senecio sylvaticus",20,1,"","6/25/24"
"26943","6/25/24","RM","611:Holiday",6,"Mix4",0,"","Clarkia purpurea",0.25,8,"","6/25/24"
"26945","6/25/24","RM","611:Holiday",6,"Mix4",0,"","Clarkia amoena",0.5,16,"","6/25/24"
"26946","6/25/24","RM","611:Holiday",6,"Mix4",8,"","Hypochaeris radicata",2,2,"","6/25/24"
"26947","6/25/24","RM","611:Holiday",6,"Mix4",12,"","Hypochaeris radicata",1,1,"","6/25/24"
"26948","6/25/24","RM","611:Holiday",6,"Mix5",0,"","Collomia heterophylla",4,1,"","6/25/24"
"26949","6/25/24","RM","611:Holiday",6,"Mix5",4,"","Collinsia grandiflora",2,1,"","6/25/24"
"26950","6/25/24","RM","611:Holiday",6,"Mix5",8,"","Clarkia purpurea",1,2,"","6/25/24"
"26952","6/25/24","RM","611:Holiday",6,"Mix5",8,"","Collomia grandiflora",1,13,"","6/25/24"
"26953","6/25/24","RM","611:Holiday",6,"Mix5",12,"","Collinsia grandiflora",2,1,"","6/25/24"
"27070","6/26/24","RM","702:Holiday",6,"Mix1",0,"","Gilia capitata",6,23,"702","6/26/24"
"27077","6/26/24","RM","702:Holiday",6,"Mix1",0,"","Clarkia purpurea",1,17,"702","6/26/24"
"27080","6/26/24","RM","702:Holiday",6,"Mix1",0,"","Clarkia amoena",2,6,"702","6/26/24"
"27082","6/26/24","RM","702:Holiday",6,"Mix1",0,"","Phacelia heterophylla",8,1,"702","6/26/24"
"27083","6/26/24","RM","702:Holiday",6,"Mix1",4,"","Gilia capitata",4,16,"702","6/26/24"
"27084","6/26/24","RM","702:Holiday",6,"Mix1",4,"","Clarkia purpurea",1,10,"702","6/26/24"
"27085","6/26/24","RM","702:Holiday",6,"Mix1",4,"","Clarkia amoena",1,5,"702","6/26/24"
"27086","6/26/24","RM","702:Holiday",6,"Mix1",8,"","Gilia capitata",6,28,"702","6/26/24"
"27087","6/26/24","RM","702:Holiday",6,"Mix1",8,"","Clarkia purpurea",2,9,"702","6/26/24"
"27088","6/26/24","RM","702:Holiday",6,"Mix1",8,"","Clarkia amoena",0.5,8,"702","6/26/24"
"27089","6/26/24","RM","702:Holiday",6,"Mix1",12,"","Gilia capitata",5,17,"702","6/26/24"
"27090","6/26/24","RM","702:Holiday",6,"Mix1",12,"","Clarkia purpurea",1,16,"702","6/26/24"
"27091","6/26/24","RM","702:Holiday",6,"Mix2",0,"","Madia gracilis",9,7,"702","6/26/24"
"27092","6/26/24","RM","702:Holiday",6,"Mix2",0,"","Collinsia grandiflora",7,9,"702","6/26/24"
"27093","6/26/24","RM","702:Holiday",6,"Mix2",0,"","Collomia grandiflora",18,7,"702","6/26/24"
"27094","6/26/24","RM","702:Holiday",6,"Mix2",0,"","Prunella vulgaris",12,1,"702","6/26/24"
"27096","6/26/24","RM","702:Holiday",6,"Mix2",4,"","Prunella vulgaris",2,12,"702","6/26/24"
"27098","6/26/24","RM","702:Holiday",6,"Mix2",4,"","Collomia grandiflora",70,9,"702","6/26/24"
"27100","6/26/24","RM","702:Holiday",6,"Mix2",4,"","Collinsia grandiflora",11,9,"702","6/26/24"
"27101","6/26/24","RM","702:Holiday",6,"Mix2",8,"","Collomia grandiflora",25,7,"702","6/26/24"
"27103","6/26/24","RM","702:Holiday",6,"Mix2",8,"","Madia gracilis",4,12,"702","6/26/24"
"27104","6/26/24","RM","702:Holiday",6,"Mix2",8,"","Collinsia grandiflora",3,8,"702","6/26/24"
"27106","6/26/24","RM","702:Holiday",6,"Mix2",12,"","Madia gracilis",5,15,"702","6/26/24"
"27108","6/26/24","RM","702:Holiday",6,"Mix2",12,"","Collomia grandiflora",7,8,"702","6/26/24"
"27111","6/26/24","RM","702:Holiday",6,"Mix6",0,"","Gilia capitata",4,25,"702","6/26/24"
"27112","6/26/24","RM","702:Holiday",6,"Mix6",0,"","Madia gracilis",2,21,"702","6/26/24"
"27113","6/26/24","RM","702:Holiday",6,"Mix6",4,"","Madia gracilis",4,9,"702","6/26/24"
"27115","6/26/24","RM","702:Holiday",6,"Mix6",4,"","Gilia capitata",5,15,"702","6/26/24"
"27116","6/26/24","RM","702:Holiday",6,"Mix6",8,"","Madia gracilis",3,15,"702","6/26/24"
"27117","6/26/24","RM","702:Holiday",6,"Mix6",8,"","Gilia capitata",6,26,"702","6/26/24"
"27118","6/26/24","RM","702:Holiday",6,"Mix6",8,"","Phacelia heterophylla",12,1,"702","6/26/24"
"27119","6/26/24","RM","702:Holiday",6,"Mix6",12,"","Madia gracilis",4,7,"702","6/26/24"
"27120","6/26/24","RM","702:Holiday",6,"Mix6",12,"","Gilia capitata",7,12,"702","6/26/24"
"27121","6/26/24","RM","702:Holiday",6,"Mix6",12,"","Crepis capillaris",19,1,"702","6/26/24"
"27122","6/26/24","RM","702:Holiday",6,"Mix3",0,"","Collomia grandiflora",21,4,"702","6/26/24"
"27124","6/26/24","RM","702:Holiday",6,"Mix3",0,"","Gilia capitata",6,9,"702","6/26/24"
"27125","6/26/24","RM","702:Holiday",6,"Mix3",0,"","Collinsia grandiflora",4,5,"702","6/26/24"
"27126","6/26/24","RM","702:Holiday",6,"Mix3",4,"","Collinsia grandiflora",9,7,"702","6/26/24"
"27128","6/26/24","RM","702:Holiday",6,"Mix3",4,"","Gilia capitata",7,11,"702","6/26/24"
"27130","6/26/24","RM","702:Holiday",6,"Mix3",4,"","Collomia grandiflora",7,5,"702","6/26/24"
"27132","6/26/24","RM","702:Holiday",6,"Mix3",8,"","Collinsia grandiflora",4,4,"702","6/26/24"
"27133","6/26/24","RM","702:Holiday",6,"Mix3",8,"","Gilia capitata",2,23,"702","6/26/24"
"27134","6/26/24","RM","702:Holiday",6,"Mix3",8,"","Collomia grandiflora",12,7,"702","6/26/24"
"27136","6/26/24","RM","702:Holiday",6,"Mix3",12,"","Collinsia grandiflora",3,4,"702","6/26/24"
"27137","6/26/24","RM","702:Holiday",6,"Mix3",12,"","Gilia capitata",5,10,"702","6/26/24"
"27138","6/26/24","RM","702:Holiday",6,"Mix3",12,"","Collomia grandiflora",20,5,"702","6/26/24"
"27141","6/26/24","RM","702:Holiday",6,"Mix5",0,"","Collinsia grandiflora",3,11,"702","6/26/24"
"27142","6/26/24","RM","702:Holiday",6,"Mix5",0,"","Collomia grandiflora",15,8,"702","6/26/24"
"27143","6/26/24","RM","702:Holiday",6,"Mix5",0,"","Clarkia purpurea",3,12,"702","6/26/24"
"27145","6/26/24","RM","702:Holiday",6,"Mix5",4,"","Clarkia purpurea",4,16,"702","6/26/24"
"27147","6/26/24","RM","702:Holiday",6,"Mix5",4,"","Collomia grandiflora",5,4,"702","6/26/24"
"27148","6/26/24","RM","702:Holiday",6,"Mix5",4,"","Collinsia grandiflora",1,15,"702","6/26/24"
"27149","6/26/24","RM","702:Holiday",6,"Mix5",4,"","Phacelia heterophylla",4,1,"702","6/26/24"
"27150","6/26/24","RM","702:Holiday",6,"Mix5",12,"","Clarkia purpurea",1,8,"702","6/26/24"
"27151","6/26/24","RM","702:Holiday",6,"Mix5",12,"","Gilia capitata",6,1,"702","6/26/24"
"27152","6/26/24","RM","702:Holiday",6,"Mix5",12,"","Collomia grandiflora",8,2,"702","6/26/24"
"27153","6/26/24","RM","702:Holiday",6,"Mix5",12,"","Collinsia grandiflora",4,24,"702","6/26/24"
"27154","6/26/24","RM","702:Holiday",6,"Mix5",8,"","Clarkia purpurea",4,5,"702","6/26/24"
"27155","6/26/24","RM","702:Holiday",6,"Mix5",8,"","Collinsia grandiflora",30,8,"702","6/26/24"
"27156","6/26/24","RM","702:Holiday",6,"Mix5",8,"","Collomia grandiflora",5,4,"702","6/26/24"
"27157","6/26/24","RM","702:Holiday",6,"Mix4",0,"","Madia gracilis",4,9,"702","6/26/24"
"27158","6/26/24","RM","702:Holiday",6,"Mix4",0,"","Clarkia purpurea",4,6,"702","6/26/24"
"27159","6/26/24","RM","702:Holiday",6,"Mix4",8,"","Clarkia purpurea",3,12,"702","6/26/24"
"27160","6/26/24","RM","702:Holiday",6,"Mix4",12,"","Clarkia purpurea",2,5,"702","6/26/24"
"27161","6/26/24","RM","702:Holiday",6,"Mix4",4,"","Clarkia purpurea",2,5,"702","6/26/24"
"27162","6/26/24","RM","702:Holiday",6,"Mix4",0,"","Clarkia amoena",0.5,18,"702","6/26/24"
"27163","6/26/24","RM","702:Holiday",6,"Mix4",0,"","Clarkia amoena",10,8,"702","6/26/24"
"27164","6/26/24","RM","702:Holiday",6,"Mix4",12,"","Clarkia amoena",5,9,"702","6/26/24"
"27165","6/26/24","RM","702:Holiday",6,"Mix4",8,"","Clarkia amoena",2,16,"702","6/26/24"
"27167","6/26/24","RM","702:Holiday",6,"Mix4",8,"","Madia gracilis",1,11,"702","6/26/24"
"27168","6/26/24","RM","702:Holiday",6,"Mix4",12,"","Madia gracilis",2,7,"702","6/26/24"
"27688","7/1/24","BD","605:Holiday",6,"Mix5",0,"","Crepis setosa",2,5,"BD setosa","7/1/24"
"27690","7/1/24","BD","605:Holiday",6,"Mix5",0,"","Collomia grandiflora",1,1,"BD","7/1/24"
"27700","7/1/24","BD","605:Holiday",6,"Mix5",0,"","Epilobium brachycarpum",1,1,"BD","7/1/24"
"27703","7/1/24","BD","605:Holiday",6,"Mix5",0,"","Senecio sylvaticus",60,3,"BD","7/1/24"
"27705","7/1/24","BD","605:Holiday",6,"Mix5",4,"","Epilobium brachycarpum",1,6,"BD","7/1/24"
"27707","7/1/24","BD","605:Holiday",6,"Mix4",0,"","Senecio sylvaticus",35,1,"BD","7/1/24"
"27708","7/1/24","BD","605:Holiday",6,"Mix4",0,"","Madia gracilis",1,4,"BD","7/1/24"
"27710","7/1/24","BD","605:Holiday",6,"Mix4",0,"","Clarkia amoena",0.66,3,"BD","7/1/24"
"27711","7/1/24","BD","605:Holiday",6,"Mix4",4,"","Madia gracilis",2,16,"BD","7/1/24"
"27713","7/1/24","BD","605:Holiday",6,"Mix4",4,"","Clarkia amoena",1.6,3,"BD","7/1/24"
"27722","7/1/24","BD","605:Holiday",6,"Mix4",4,"","Clarkia purpurea",6,1,"BD","7/1/24"
"27723","7/1/24","BD","605:Holiday",6,"Mix4",8,"","Crepis setosa",6,1,"BD setosa","7/1/24"
"27724","7/1/24","BD","605:Holiday",6,"Mix2",0,"","Madia gracilis",12,1,"BD","7/1/24"
"27725","7/1/24","BD","605:Holiday",6,"Mix2",4,"","Madia gracilis",12,5,"BD","7/1/24"
"27726","7/1/24","BD","605:Holiday",6,"Mix2",4,"","Senecio sylvaticus",136,1,"BD","7/1/24"
"27727","7/1/24","BD","605:Holiday",6,"Mix3",0,"","Cirsium vulgaris",0.3,9,"BD","7/1/24"
"27728","7/1/24","BD","605:Holiday",6,"Mix3",0,"","Senecio sylvaticus",75,2,"BD","7/1/24"
"27729","7/1/24","BD","605:Holiday",6,"Mix3",12,"","Cirsium vulgaris",5,1,"BD","7/1/24"
"27730","7/1/24","BD","605:Holiday",6,"Mix3",4,"","Clarkia amoena",0.5,12,"BD","7/1/24"
